Company,URL,IndustryCode,IndustryCodeDescription
Code Poets Ltd,https://www.code-poets.co.uk,72,(72)  Computer and Related Activities
Kent & Canterbury Hospital,https://www.nhs.uk/pages/home.aspx,52,"(52)  Retail Trade, Exc. Motor Vehicles/Cycles; Repair of Personal/House'd Goods"
Signs Express Holdings Ltd,https://www.signsexpress.co.uk,74,(74)  Other Business Activities
Ten Ten Properties Ltd,https://www.1010systems.co.uk/,70,(70)  Real Estate Activities
Yes Stores,http://www.10ofthose.com,52,"(52)  Retail Trade, Exc. Motor Vehicles/Cycles; Repair of Personal/House'd Goods"
152 Harley Street Ltd,http://www.152harleystreet.com,85,(85)  Health and Social Work
One Stop Dentures Ltd,http://www.1osd.com,85,(85)  Health and Social Work
1 Red Cube Ltd,http://www.1redcube.com,64,(64)  Post and Telecommunications
1st Biotech Ltd,http://www.1stbiotech.co.uk,52,"(52)  Retail Trade, Exc. Motor Vehicles/Cycles; Repair of Personal/House'd Goods"
1st Class Hygiene Ltd,http://www.1stch.co.uk,74,(74)  Other Business Activities
First Chartered Financial Planning Ltd,https://1stcharteredfp.co.uk/,74,(74)  Other Business Activities
1st Impression (Wales) Ltd,http://www.1stimpressionsigns.co.uk,74,(74)  Other Business Activities
1 World Solar Ltd,http://www.1worldsolar.co.uk,45,(45)  Construction
21st Century Legacy,http://www.21stcenturylegacy.com,80,(80)  Education
24hours It Ltd,http://www.24hoursit.com,72,(72)  Computer and Related Activities
25 Repair Centre Ltd,http://www.25repaircentre.com,36,(36)  Manufacture of Furniture; Manufacturing Not Elsewhere Classified
Beckton Energy Ltd,http://www.2oc.co.uk,74,(74)  Other Business Activities
30two Ltd,https://www.30two.com/,74,(74)  Other Business Activities
Chaplins,http://www.360-squared.com,55,(55)  Hotels and Restaurants
3ddc Ltd,http://www.3ddc.eu,74,(74)  Other Business Activities
3 Counties M & G Ltd,http://www.3mg-fire.co.uk,93,(93)  Other Service Activities
4dmi Ltd,http://www.weareeclipse.com/,74,(74)  Other Business Activities
4 Seasons (Yorkshire) Ltd,http://www.4seasons-flowers.co.uk,52,"(52)  Retail Trade, Exc. Motor Vehicles/Cycles; Repair of Personal/House'd Goods"
4twenty2 Ltd,https://www.4twenty2.co.uk/,74,(74)  Other Business Activities
4 Ur Paws Only Ltd.,http://www.4urpawsonly.com,01,"(01)  Agriculture, Hunting and Related Service Activities"
73bit Ltd,http://www.73bit.com,72,(72)  Computer and Related Activities
7 Core Electrical Wholesale Ltd,https://www.7core.co.uk/,51,"(51)  Wholesale & Commission Trade, Except of Motor Vehicles and Motorcycles"
7gods Ltd,https://www.7godslighting.com/,74,(74)  Other Business Activities
7oaks Landscapes Ltd,http://www.7oakslandscapes.com,74,(74)  Other Business Activities
802 Works Ltd,https://802works.co.uk/,72,(72)  Computer and Related Activities
81g Ltd,http://www.81gblue.co.uk,72,(72)  Computer and Related Activities
A1-Envirosciences Ltd,http://a1-envirosciences.co.uk/,36,(36)  Manufacture of Furniture; Manufacturing Not Elsewhere Classified
A1 Tank Services Ltd,http://www.a1tanks.com,74,(74)  Other Business Activities
Aaa Inflatables Ltd,https://www.aaainflatables.co.uk/,92,"(92)  Recreational, Cultural and Sporting Activities"
Clemtec Ltd,https://www.aa-clean.co.uk/,93,(93)  Other Service Activities
Aadam Ltd,http://www.aadam.co.uk,70,(70)  Real Estate Activities
Aastel Ltd,http://www.aastel.com,36,(36)  Manufacture of Furniture; Manufacturing Not Elsewhere Classified
Abacus for You Ltd,http://www.abacusforyou.com,74,(74)  Other Business Activities
Abacus Wealth Management Ltd,http://www.abacuswm.co.uk,66,"(66)  Insurance and Pension Funding, Except Compulsory Social Security"
Abbey Healthcare (Knebworth) Ltd,http://www.abbeyhealthcare.org.uk,85,(85)  Health and Social Work
Abbey Inn,http://www.abbeyinn.com,55,(55)  Hotels and Restaurants
Abbey Marble (East Anglia) Ltd,http://www.abbeymarble.co.uk,26,(26)  Manufacture of Other Non-metallic Mineral Products
Abbey Polythene Ltd,https://www.abbeypolythene.co.uk/,25,(25)  Manufacture of Rubber and Plastic Products
Abbey Veterinary Centre,http://www.abbeyvets.co.uk,75,(75)  Public Administration and Defence; Compulsory Social Security
Alphabet Solutions Ltd,http://www.abc-accounting-services.co.uk,74,(74)  Other Business Activities
Associated British Engineering Plc,http://www.abeplc.co.uk,74,(74)  Other Business Activities
Aberdeen Sports Village Ltd,http://www.aberdeensportsvillage.com,92,"(92)  Recreational, Cultural and Sporting Activities"
A-Best Nursing and Care Ltd,http://www.abestcare.co.uk,74,(74)  Other Business Activities
Abi Equipment Ltd,http://www.abi-eqp.com,36,(36)  Manufacture of Furniture; Manufacturing Not Elsewhere Classified
M J Hookings,http://www.ablefeltroofing.co.uk,45,(45)  Construction
Abode Lettings and Property Management Llp,http://www.abodelettings.uk.com,70,(70)  Real Estate Activities
Associated British Ports,http://www.abports.co.uk,63,(63)  Supporting & Auxiliary Transport Activities; Activities Of Travel Agencies
Associated British Ports,http://www.abports.co.uk,63,(63)  Supporting & Auxiliary Transport Activities; Activities Of Travel Agencies
Ab Rhead & Associates Ltd,http://www.abrhead.com,74,(74)  Other Business Activities
Absolute Escapes (Lettings) Ltd,http://absolute-escapes.com/,70,(70)  Real Estate Activities
Absolute H2o Ltd,http://www.absoluteh2o.co.uk,74,(74)  Other Business Activities
Absolute Investments Ltd,http://www.absoluteinvestment.co.uk,74,(74)  Other Business Activities
A & B Taxis,http://www.abtaxis.co.uk,60,(60)  Land Transport; Transport Via Pipelines
A & B Taxis,https://www.abtaxisperth.co.uk/,60,(60)  Land Transport; Transport Via Pipelines
Abw Air Conditioning Ltd,http://www.abwairconditioning.co.uk,45,(45)  Construction
Ab World Foods (Holdings) Ltd,https://www.abworldfoods.com/,74,(74)  Other Business Activities
Armitt & Company Ltd,https://www.ac-accounts.co.uk/,74,(74)  Other Business Activities
A. & C. Black Ltd,https://www.bloomsbury.com/uk/,22,"(22)  Publishing, Printing and Reproduction of Recorded Media"
Ac Computer Warehouse Ltd,http://www.accomputerwarehouse.com,52,"(52)  Retail Trade, Exc. Motor Vehicles/Cycles; Repair of Personal/House'd Goods"
A.C.Cossor & Son(Surgical)limited,http://www.accoson.com,33,"(33)  Mfr of Medical, Precision and Optical Instruments, Watches and Clocks"
The African Conservation and Development Foundation,https://www.acdef.org/,02,"(02)  Forestry, Logging and Related Service Activities"
Ace Taxis,http://www.acetaxis.co.uk,60,(60)  Land Transport; Transport Via Pipelines
Ace Taxis,https://acetaxismoray.co.uk/,60,(60)  Land Transport; Transport Via Pipelines
Hwv 11 Ltd,http://www.acgreenow.com,45,(45)  Construction
Achates Cattery,http://www.achates.co.uk,01,"(01)  Agriculture, Hunting and Related Service Activities"
Ac Landscape & Tree Works Ltd,http://www.aclandscapes.co.uk,01,"(01)  Agriculture, Hunting and Related Service Activities"
A C Leigh (Security) Ltd,https://www.acleigh.co.uk/,52,"(52)  Retail Trade, Exc. Motor Vehicles/Cycles; Repair of Personal/House'd Goods"
Axis Commercial Management Ltd,http://www.acm-uk.co.uk,45,(45)  Construction
Aconex (Europe) Ltd,https://www.aconex.com/,72,(72)  Computer and Related Activities
Acorn Spencer Ltd,http://www.acornspencer.co.uk,74,(74)  Other Business Activities
A-Count-A-Bility Ltd,http://www.a-count-a-bility.co.uk,74,(74)  Other Business Activities
Acoustic1 Ltd,http://www.acoustic1.co.uk,51,"(51)  Wholesale & Commission Trade, Except of Motor Vehicles and Motorcycles"
Acquire Media (Uk) Ltd,http://www.acquiremedia.com,74,(74)  Other Business Activities
Acre Accountancy Ltd,https://www.acreaccountancy.co.uk/,74,(74)  Other Business Activities
Acrobat Imaging Llp,http://www.acrobatimaging.com,74,(74)  Other Business Activities
Acsc Ltd,http://www.acscltd.com,85,(85)  Health and Social Work
Acs (Gb) Ltd,http://acsgb.com/,70,(70)  Real Estate Activities
Acsol Ltd,http://acsol.co.uk/,93,(93)  Other Service Activities
Libra Coaching Ltd,http://www.actioncoach.com,80,(80)  Education
Adams & Creed Estate Agents Ltd,http://www.adamsandcreed.co.uk,70,(70)  Real Estate Activities
Adastra Business Group Ltd,http://www.adastraassociates.com,74,(74)  Other Business Activities
A.D.E. Electrical & Data Cabling Systems Ltd,http://www.adeelectricalservices.co.uk,45,(45)  Construction
Ad Events International Ltd,http://www.adevents.co.uk,92,"(92)  Recreational, Cultural and Sporting Activities"
A.E. Arthur Ltd,https://www.adjustoform.com/default.asp,36,(36)  Manufacture of Furniture; Manufacturing Not Elsewhere Classified
Adkin Sinclair Llp,http://www.adkinsinclair.co.uk,74,(74)  Other Business Activities
Adler & Allan Ltd,https://www.adlerandallan.co.uk/,74,(74)  Other Business Activities
Admiral Service & Maintenance Ltd,http://www.admiralservice-cardiff.co.uk,70,(70)  Real Estate Activities
Coldsnail Ltd,http://www.adoptanelephant.co.uk,72,(72)  Computer and Related Activities
Adsum Consulting Ltd,http://www.adsumconsulting.co.uk,74,(74)  Other Business Activities
L'Art Du Vin Ltd,https://www.aduv.co.uk/,55,(55)  Hotels and Restaurants
Advam Ltd,https://www.advam.com/,72,(72)  Computer and Related Activities
Advance Dental Services Ltd,http://www.advancedentalservices.co.uk,85,(85)  Health and Social Work
Advance Mouldings Ltd,http://www.advancemouldings.com,25,(25)  Manufacture of Rubber and Plastic Products
Advance Physio Ltd,http://advancephysio.com/,85,(85)  Health and Social Work
Advent Advocacy Ltd,http://adventadvocacy.co.uk/,74,(74)  Other Business Activities
Woop Ltd,http://www.adventcooling.vpweb.co.uk,74,(74)  Other Business Activities
Adventure Connections Ltd,https://www.adventureconnections.co.uk/,92,"(92)  Recreational, Cultural and Sporting Activities"
Aediphica Ltd,http://www.aediphica.com,74,(74)  Other Business Activities
Aeg Power Solutions Ltd.,https://www.aegps.com/en/,51,"(51)  Wholesale & Commission Trade, Except of Motor Vehicles and Motorcycles"
Aerial Access Services Ltd,http://www.AerialAccessServices.co.uk,36,(36)  Manufacture of Furniture; Manufacturing Not Elsewhere Classified
Aerial Av Custom Installs Ltd,http://www.aerialav.co.uk,64,(64)  Post and Telecommunications
Aermont Capital Llp,https://www.aermont.com/,65,"(65)  Financial Intermediation, Except Insurance and Pension Funding"
Aesica Queenborough Ltd,https://www.aesica-pharma.com/,24,(24)  Manufacture of Chemicals and Chemical Products
A&E Systems Ltd,http://www.ae-sys.com,36,(36)  Manufacture of Furniture; Manufacturing Not Elsewhere Classified
Alex Fergusson Architects Ltd,http://www.afarchitects.co.uk,74,(74)  Other Business Activities
Tate,http://www.afblakemore.com,51,"(51)  Wholesale & Commission Trade, Except of Motor Vehicles and Motorcycles"
Spar,http://www.afblakemore.com,52,"(52)  Retail Trade, Exc. Motor Vehicles/Cycles; Repair of Personal/House'd Goods"
Affinit Ltd,http://www.affinit.co.uk,72,(72)  Computer and Related Activities
Affinus Ltd,http://affinus.com/,72,(72)  Computer and Related Activities
Afghan Community and Welfare Centre,http://www.afghan-cw.org.uk,74,(74)  Other Business Activities
A.F.Hussey(London)limited,https://www.afhussey.co.uk/,28,"(28)  Manufacture of Fabricated Metal Products, Except Machinery and Equipment"
A.F. Switchgear (Holdings) Ltd,http://www.afswitchgear.co.uk,74,(74)  Other Business Activities
The Aga Shop,http://www.agaliving.com,52,"(52)  Retail Trade, Exc. Motor Vehicles/Cycles; Repair of Personal/House'd Goods"
Aga,http://www.agaliving.com,52,"(52)  Retail Trade, Exc. Motor Vehicles/Cycles; Repair of Personal/House'd Goods"
The Aga Shop,http://www.agaliving.com/store-locator/where-to-buy-an-aga,26,(26)  Manufacture of Other Non-metallic Mineral Products
The Aga Shop,http://www.agaliving.com/store-locator/where-to-buy-an-aga,52,"(52)  Retail Trade, Exc. Motor Vehicles/Cycles; Repair of Personal/House'd Goods"
Agfa Healthcare Uk Ltd,http://www.agfa.com/corporate/,72,(72)  Computer and Related Activities
Agf Marketing Ltd,http://www.agfmarketing.com,15,(15)  Manufacture of Food Products and Beverages
Aggora Ltd,http://aggora.co.uk/,51,"(51)  Wholesale & Commission Trade, Except of Motor Vehicles and Motorcycles"
Bardon Aggregates Surfacing Division,https://www.aggregate.com/,29,(29)  Manufacture of Machinery and Equipment Not Elsewhere Classified
Bardon Roadstone,https://www.aggregate.com/,14,(14)  Other Mining and Quarrying
Avant Garde Salons Ltd,http://www.agsalons.com,93,(93)  Other Service Activities
Agw Gas Ltd,http://agwgas.co.uk/,93,(93)  Other Service Activities
C Aiano and Sons Ltd,http://www.aianos.co.uk,28,"(28)  Manufacture of Fabricated Metal Products, Except Machinery and Equipment"
Accord Industrial Design Ltd,http://www.aid4design.com,74,(74)  Other Business Activities
Aig Europe Holdings Ltd,http://www.aig.com,74,(74)  Other Business Activities
Aihit Ltd,https://www.matchdeck.com,72,(72)  Computer and Related Activities
Aiko Solutions Ltd,https://www.aikosolutions.com/,72,(72)  Computer and Related Activities
Aileen Coupe Counselling Ltd,http://www.aileencoupecounselling.co.uk,85,(85)  Health and Social Work
Ainscough Projects Ltd,http://www.ainscough.co.uk,74,(74)  Other Business Activities
Aintree Healthcare Ltd,http://www.aintreehospital.nhs.uk,74,(74)  Other Business Activities
The Ai Partnership Ltd,http://www.aipartnership.co.uk,72,(72)  Computer and Related Activities
Air Care Services (Fareham) Ltd,http://www.aircareservices.co.uk,45,(45)  Construction
Air Con Diy.Com Ltd,http://www.aircondiy.com,52,"(52)  Retail Trade, Exc. Motor Vehicles/Cycles; Repair of Personal/House'd Goods"
Airport Footprints Ltd,https://www.airportfootprints.com/,62,(62)  Air Transport
Air Seating Ltd,http://airseating.co.uk/,30,(30)  Manufacture of Office Machinery and Computers
Airtanker Ltd,http://www.airtanker.co.uk,74,(74)  Other Business Activities
Ajax Flooring Company Ltd,http://www.ajaxflooring.co.uk,45,(45)  Construction
Aj Parts Uk Ltd,https://www.ajparts.co.uk/,52,"(52)  Retail Trade, Exc. Motor Vehicles/Cycles; Repair of Personal/House'd Goods"
Ajw Distribution (Essex) Ltd,https://ajwdistribution.com/,51,"(51)  Wholesale & Commission Trade, Except of Motor Vehicles and Motorcycles"
The Akabusi Charitable Trust,https://www.akabusi.com/,93,(93)  Other Service Activities
Akash,http://hocky2005.wixsite.com/akash,55,(55)  Hotels and Restaurants
Akash Tandoori Restaurant,https://akashtandoori.co.uk/,55,(55)  Hotels and Restaurants
Akzo Nobel Uk Ltd,https://www.akzonobel.com/,74,(74)  Other Business Activities
Alan Baxter & Associates Llp,http://alanbaxter.co.uk/,74,(74)  Other Business Activities
Alan Sharman Agency Ltd,http://www.alansharmanagency.com,74,(74)  Other Business Activities
Alba Gaskets Ltd,http://www.albagaskets.com,29,(29)  Manufacture of Machinery and Equipment Not Elsewhere Classified
Albany Mobile Caravan Services Ltd,http://www.albanycaravans.co.uk,50,"(50)  Sale, Maint/Repair of Motor Vehicles/Cycles; Retail Sale of Automotive Fuel"
Albert E.Chapman Ltd,http://www.albertechapman.co.uk,36,(36)  Manufacture of Furniture; Manufacturing Not Elsewhere Classified
Al Commercial Cleaning Ltd,http://www.alcommercialcleaning.co.uk,74,(74)  Other Business Activities
Alcove Investment Ltd,http://www.alcoveinvestment.com,74,(74)  Other Business Activities
Alcuin Capital Partners Llp,http://www.alcuincapital.com,74,(74)  Other Business Activities
Alemba Ltd,https://www.alemba.co.uk/,72,(72)  Computer and Related Activities
Association of Leasehold Enfranchisement Practitioners Ltd,http://www.alep.org.uk,74,(74)  Other Business Activities
Boarders Ltd,https://www.alexandrasofkeswick.com/,52,"(52)  Retail Trade, Exc. Motor Vehicles/Cycles; Repair of Personal/House'd Goods"
Alexandra Press Ltd,http://www.alexpress.co.uk,22,"(22)  Publishing, Printing and Reproduction of Recorded Media"
Rajdoot Tandoori,http://www.premsupply.co.uk/ekmps/data/connectionerror.asp?url=http://www.premsupply.co.uk/index.asp&formData=,55,(55)  Hotels and Restaurants
Alfi Media Ltd,http://www.alfimedia.com,74,(74)  Other Business Activities
Algerian Coffee Stores Ltd,http://www.algcoffee.co.uk,51,"(51)  Wholesale & Commission Trade, Except of Motor Vehicles and Motorcycles"
Solution Sciences Ltd,http://www.alibidrink.com,85,(85)  Health and Social Work
Align Chemical Ltd,http://www.alignchemical.com,51,"(51)  Wholesale & Commission Trade, Except of Motor Vehicles and Motorcycles"
Alkaid Consulting Ltd,http://www.alkaid-consulting.co.uk,74,(74)  Other Business Activities
All 2 C Ltd,http://www.all2c.co.uk,74,(74)  Other Business Activities
Allboat Services Ltd,http://www.allboatservices.co.uk,93,(93)  Other Service Activities
The Allbright Facilities Group Ltd,http://www.allbrightwindows.co.uk,74,(74)  Other Business Activities
Newbrick Investments Ltd,http://www.allbuildproperty.co.uk,70,(70)  Real Estate Activities
All Clear (Sussex) Ltd,http://www.allclearsussex.co.uk,60,(60)  Land Transport; Transport Via Pipelines
Alldaysafety Ltd,http://www.alldaysafety.co.uk,85,(85)  Health and Social Work
Allen Briggs (Motors) Ltd,http://www.allenbriggs.com,50,"(50)  Sale, Maint/Repair of Motor Vehicles/Cycles; Retail Sale of Automotive Fuel"
Allen Plant & Tool Hire,http://www.allenplantandtoolhire.com,71,(71)  Renting of Machinery & Eqpt Without Operator & of Personal & House'd Goods
Talash Ltd,http://www.talashhotels.com/allesley-hotel/,55,(55)  Hotels and Restaurants
J M Evans Glazing Ltd,http://www.allglassandwindows.co.uk,45,(45)  Construction
Allgood Holdings Ltd,http://www.allgood.co.uk/security-automation.asp,51,"(51)  Wholesale & Commission Trade, Except of Motor Vehicles and Motorcycles"
Alliance Electrical Services Ltd,http://www.alliance-electrical.co.uk,45,(45)  Construction
Liontrust Investments Ltd,https://www.alliancetrust.co.uk/,67,(67)  Activities Auxiliary to Financial Intermediation
Allied Asset Ltd,http://www.allied-asset.com,74,(74)  Other Business Activities
Sunblest Bakeries Ltd,http://www.alliedbakeries.co.uk,74,(74)  Other Business Activities
Swallow and Company (Northampton) Ltd,http://alliedsurveyors.com/,74,(74)  Other Business Activities
Allport Installations,https://allportcargoservices.com/,60,(60)  Land Transport; Transport Via Pipelines
All Round Leadership Ltd,http://www.allroundleadership.com,74,(74)  Other Business Activities
Fluid Hygiene Solutions Ltd,http://www.allsolutions.co.uk,74,(74)  Other Business Activities
E.and W.Hopkins Ltd,http://www.almaas.co.uk,51,"(51)  Wholesale & Commission Trade, Except of Motor Vehicles and Motorcycles"
Almond,https://www.almondfashion.co.uk/,52,"(52)  Retail Trade, Exc. Motor Vehicles/Cycles; Repair of Personal/House'd Goods"
Al-Mudassar Trust,http://www.almudassar.org,80,(80)  Education
Bay Photonics Ltd,http://www.alphacontractengineering.com,32,"(32)  Manufacture of Radio, Television and Communication Equipment and Apparatus"
Alpha Lsg Ltd,http://www.alpha-group.com,74,(74)  Other Business Activities
Auto Grill Catering,http://www.alpha-group.com,55,(55)  Hotels and Restaurants
Alpine Hc Ltd,https://alpinehc.co.uk/,93,(93)  Other Service Activities
Altek Europe Ltd,https://www.altek-al.com/,27,(27)  Manufacture of Basic Metals
Altus Exploration Management Ltd,http://www.altus-strategies.com,74,(74)  Other Business Activities
Dubois Ltd,http://www.amaray.com/,25,(25)  Manufacture of Rubber and Plastic Products
The Amazing Bunting Company 2007 Ltd,http://www.amazingbunting.co.uk,74,(74)  Other Business Activities
Amazon Creek Ltd,https://www.amazoncreek.co.uk/,63,(63)  Supporting & Auxiliary Transport Activities; Activities Of Travel Agencies
Amberg Ltd,http://www.amberg.co.uk,74,(74)  Other Business Activities
Amber Mills Timber Ltd,http://www.ambermillstimber.com,51,"(51)  Wholesale & Commission Trade, Except of Motor Vehicles and Motorcycles"
Ambitions Equestrian Centre Ltd,http://www.ambitions-ec.co.uk,92,"(92)  Recreational, Cultural and Sporting Activities"
Amc Property Consultants Ltd,http://www.a-m-c.co.uk,74,(74)  Other Business Activities
A McDermott Ltd,https://amcdermott.co.uk/,60,(60)  Land Transport; Transport Via Pipelines
Amalgamated Metal Corporation Plc,http://www.amcgroup.com,51,"(51)  Wholesale & Commission Trade, Except of Motor Vehicles and Motorcycles"
A S Motorsport Ltd,http://www.amdesign.co.uk,34,"(34)  Manufacture of Motor Vehicles, Trailers and Semi-trailers"
American Express Payment Services Ltd,https://www.americanexpress.com/uk/,74,(74)  Other Business Activities
A.M.Heath & Company Ltd,http://amheath.com/,22,"(22)  Publishing, Printing and Reproduction of Recorded Media"
A M Interiors Ltd,http://aminteriors.co.uk/,74,(74)  Other Business Activities
A&M Creative Sign Management Ltd,http://www.amsignsltd.co.uk,52,"(52)  Retail Trade, Exc. Motor Vehicles/Cycles; Repair of Personal/House'd Goods"
Amt Media Ltd,http://www.amtmedia.co.uk,51,"(51)  Wholesale & Commission Trade, Except of Motor Vehicles and Motorcycles"
Anderson Strathern Llp,https://andersonstrathern.co.uk/,74,(74)  Other Business Activities
Andrea of Wembley (Watford) Ltd,http://www.andreaofwembley.co.uk,93,(93)  Other Service Activities
Chicken Express,http://www.andreastakeaway.co.uk,55,(55)  Hotels and Restaurants
Thermographic Services International Ltd,http://www.andrewbaskottphotography.co.uk,74,(74)  Other Business Activities
The Andrew Kelly Foundation,https://www.andrew-kelly.co.uk/,85,(85)  Health and Social Work
Andrew K. Price Ltd,http://www.andrewkprice.co.uk,74,(74)  Other Business Activities
Andrew Thomas Accountancy Ltd,https://www.andrew-thomas.org/,74,(74)  Other Business Activities
Pizza Go Go,http://www.andyglasswindows.co.uk,55,(55)  Hotels and Restaurants
Ajspro Services Ltd,http://www.twentyfourit.co.uk,72,(72)  Computer and Related Activities
Angel Inn,http://www.angelbistro.co.uk,55,(55)  Hotels and Restaurants
Angel Hotel,http://www.angelbistro.co.uk,55,(55)  Hotels and Restaurants
Angel Carers (Uk) Ltd,http://www.angelcarers.com,85,(85)  Health and Social Work
Anglers Arms,http://www.anglersarms.net,55,(55)  Hotels and Restaurants
Anglesey Leisure Enterprises Ltd,http://www.angleseyoutdoors.com,92,"(92)  Recreational, Cultural and Sporting Activities"
Anglo-Dal Ltd,http://www.anglo-dal.com,51,"(51)  Wholesale & Commission Trade, Except of Motor Vehicles and Motorcycles"
Anglo Gas Ltd,http://www.anglogas.com,45,(45)  Construction
Almo Ltd,http://anglo-ltd.com/,52,"(52)  Retail Trade, Exc. Motor Vehicles/Cycles; Repair of Personal/House'd Goods"
The Animal Eye Centre Ltd,http://www.animaleyecentre.co.uk,85,(85)  Health and Social Work
Animal Magic Pet Care (Gloucester) Ltd,http://www.animalmagicinfo.co.uk,85,(85)  Health and Social Work
Aniom Ltd,http://www.aniom.com,72,(72)  Computer and Related Activities
Anison Ltd,http://www.anisons.co.uk,66,"(66)  Insurance and Pension Funding, Except Compulsory Social Security"
Annabelle Designs Ltd,http://www.annabellelondon.com,52,"(52)  Retail Trade, Exc. Motor Vehicles/Cycles; Repair of Personal/House'd Goods"
Anthemia Ltd,http://www.anthemia-creative.co.uk,92,"(92)  Recreational, Cultural and Sporting Activities"
The Anthony Nolan Bone Marrow Trust,https://www.anthonynolan.org/,85,(85)  Health and Social Work
Anthony the Nolan Bone Marrow Trust,https://www.anthonynolan.org/,85,(85)  Health and Social Work
Anyview Europe Ltd,http://anyvieweurope.co.uk/,74,(74)  Other Business Activities
Anzer Consultancy Ltd,http://www.anzerconsultancy.org,74,(74)  Other Business Activities
Tower Hill Ltd,http://www.apcoa.com,74,(74)  Other Business Activities
Associated Pump Engineers Uk Ltd,http://www.apepumps.co.uk,74,(74)  Other Business Activities
Apex Building Products Ltd,https://apex-bp.com/,26,(26)  Manufacture of Other Non-metallic Mineral Products
Apex Estates (Aberdare) Ltd,http://www.apexestateagents.co.uk,70,(70)  Real Estate Activities
Apex Evangelists Ltd,http://www.apex-evangelists.com/index.html,72,(72)  Computer and Related Activities
Api Group Plc,https://apigroup.com/,74,(74)  Other Business Activities
Apmg-Uk Ltd,https://www.apmg-businessbooks.com/,74,(74)  Other Business Activities
Apollo Property Services Ltd,http://www.apolloestates.co.uk,45,(45)  Construction
Apollo Stone Ltd,http://www.apollostone.co.uk,45,(45)  Construction
Apple & Dreamland Ltd,http://www.appledreamland.com,50,"(50)  Sale, Maint/Repair of Motor Vehicles/Cycles; Retail Sale of Automotive Fuel"
Apple Fire & Security Ltd,http://www.applefiresecurity.co.uk,74,(74)  Other Business Activities
Appleton & Sons Ltd,https://www.appletonsweets.co.uk/,51,"(51)  Wholesale & Commission Trade, Except of Motor Vehicles and Motorcycles"
Applied Logo Services Ltd,http://www.appliedlogo.co.uk,17,(17)  Manufacture of Textiles
App Holdings Ltd,http://www.app-ltd.com,74,(74)  Other Business Activities
Applied Psychology Services Ltd,http://www.aps-uk.org,85,(85)  Health and Social Work
Aptus Home Improvements Ltd,http://www.aptusgroup.co.uk,45,(45)  Construction
Aptus Worldwide Ltd,http://www.aptusworldwide.com,63,(63)  Supporting & Auxiliary Transport Activities; Activities Of Travel Agencies
Aqua Dynamics Ltd,http://www.aqua-dynamics.co.uk,28,"(28)  Manufacture of Fabricated Metal Products, Except Machinery and Equipment"
Aqua Flow,http://www.aquaflow-online.co.uk,45,(45)  Construction
Aqualine Ltd,https://www.aqualinesaunas.co.uk/,52,"(52)  Retail Trade, Exc. Motor Vehicles/Cycles; Repair of Personal/House'd Goods"
Aquanaut Scuba and Snorkelling Centre Ltd,http://aquanautscuba.co.uk/,52,"(52)  Retail Trade, Exc. Motor Vehicles/Cycles; Repair of Personal/House'd Goods"
Aquarius Wealth Management Ltd,http://www.aquariuslp.com,74,(74)  Other Business Activities
Aquarius Veterinary Centre,http://www.aquariusvets.co.uk,85,(85)  Health and Social Work
Aqua Works Plumbing Ltd,http://www.awplumber.com/,45,(45)  Construction
Aquila Powder Coatings Ltd,http://aquilapowdercoatings.co.uk/,28,"(28)  Manufacture of Fabricated Metal Products, Except Machinery and Equipment"
Arc Building Solutions Ltd,http://www.arcbuildingsolutions.co.uk,45,(45)  Construction
Architectural Plans Ltd.,http://www.architectural-plans.biz,74,(74)  Other Business Activities
Archive File Management Uk Ltd,http://www.archivefilemanagement.co.uk,72,(72)  Computer and Related Activities
Argans Ltd,https://argans.co.uk,73,(73)  Research and Development
Argus Ecology Ltd,http://www.argusecology.co.uk,74,(74)  Other Business Activities
Arise Virtual Solutions Ltd,http://www.arise.com,72,(72)  Computer and Related Activities
Arka Design Studio Ltd,http://www.arkadesignstudio.co.uk,74,(74)  Other Business Activities
The Plough Inn,https://www.arkells.com/,55,(55)  Hotels and Restaurants
Arkemm Software Ltd,http://www.arkemm.com,72,(72)  Computer and Related Activities
Arla Foods Ltd,https://www.arlafoods.co.uk/,52,"(52)  Retail Trade, Exc. Motor Vehicles/Cycles; Repair of Personal/House'd Goods"
Arla Foods Ltd,https://www.arlafoods.co.uk/,15,(15)  Manufacture of Food Products and Beverages
Armalon Resources Ltd,http://www.armalon.com,74,(74)  Other Business Activities
Armstle Ltd,http://www.armstle.com,73,(73)  Research and Development
Armstrong World Industries Ltd,https://www.armstrongceilings.com/commercial/en-gb/?v_id=domain_/www.armstrongceilings.co.uk,45,(45)  Construction
James Armstrong and Company Ltd,https://www.armstrong-laundry.co.uk/,29,(29)  Manufacture of Machinery and Equipment Not Elsewhere Classified
Arnage Electronic Security Ltd,http://www.arnagesecurity.com,74,(74)  Other Business Activities
Bittern Countryside Community Interest Company,http://www.arnsidesilverdaleaonb.org.uk,93,(93)  Other Service Activities
Arriva Passenger Services Ltd,https://www.arrivabus.co.uk/,60,(60)  Land Transport; Transport Via Pipelines
Starspa Ltd,http://www.artforglass.co.uk,85,(85)  Health and Social Work
Arthritis Research Uk,http://www.arthritisresearchuk.org,91,(91)  Activities of Membership Organisations Not Elsewhere Classified
Artisan Roast Ltd,https://www.artisanroast.co.uk/,15,(15)  Manufacture of Food Products and Beverages
